9960.34,Trial
10028.2,Trial
10055.4,Trial
9933.18,Trial
10265.9,Trial
10035,Trial
10177.6,Trial
10265.9,Trial
9390.01,Trial
9912.81,Trial
10116.5,Trial
10442.4,Trial
10428.8,Trial
10062.2,Trial
9872.08,Trial
10272.7,Trial
10157.2,Trial
9777.02,Trial
9423.96,Trial
10591.8,Trial
10007.9,Trial
10252.3,Trial
10204.8,Trial
9878.87,Trial
10014.7,Trial
9817.76,Trial
9763.44,Trial
9797.39,Trial
10381.3,Trial
9729.5,Trial
10082.6,Trial
10157.2,Trial
9865.29,Trial
10320.2,Trial
10686.8,Trial
10130.1,Trial
9648.02,Trial
9939.97,Trial
10062.2,Trial
9831.34,Trial
10360.9,Trial
9668.39,Trial
10415.2,Trial
10231.9,Trial
9763.44,Trial
9933.18,Trial
10632.5,Trial
10469.6,Trial
9695.55,Trial
10062.2,Trial
10347.3,Trial
9973.92,Trial
10238.7,Trial
10571.4,Trial
10327,Trial
9865.29,Trial
9790.6,Trial
9627.65,Trial
10340.6,Trial
9933.18,Trial
10116.5,Trial
10035,Trial
10313.4,Trial
10578.2,Trial
10367.7,Trial
9770.23,Trial
10306.6,Trial
10456,Trial
10578.2,Trial
10014.7,Trial
10442.4,Trial
10381.3,Trial
9715.92,Trial
10096.1,Trial
10225.1,Trial
10184.4,Trial
10238.7,Trial
9987.5,Trial
9885.66,Trial
10198,Trial
10394.9,Trial
10265.9,Trial
10204.8,Trial
10014.7,Trial
10422,Trial
9627.65,Trial
10313.4,Trial
10340.6,Trial
10714,Trial
10320.2,Trial
10238.7,Trial
10272.7,Trial
10082.6,Trial
9790.6,Trial
10374.5,Trial
10164,Trial
10537.5,Trial
9817.76,Trial
10761.5,Trial
10082.6,Trial
10126.2,Average
